sRNA	Index	Target	Energy	P-value	Probability	sRNA start	sRNA stop	Target start	Target stop	Annotation	Interaction
sRNA185	15061	Gene2296	-6.72	0.8701265424691684	0.0512787260057606	20	53	-59	-24	fatty acid kinase binding subunit FakB2	((&))
sRNA252	15062	Gene966	-6.84	0.346831155983609	0.0732755126588241	14	51	-155	-134	3-hexulose-6-phosphate synthase	((&))
sRNA12	15063	Gene1303	-7.64	0.3101200276229826	0.0757933848236519	27	66	-75	-48	N-acetylglucosamine-6-phosphate deacetylase	((&))
sRNA165	15064	Gene750	-8.36	0.6511340057331714	0.0686355387304911	30	67	-79	-25	DUF3267 domain-containing protein	((&))
sRNA40	15065	Gene2473	-7.0	0.7439700483813874	0.0542313195725202	11	30	-96	-65	tagatose-bisphosphate aldolase	((&))
sRNA77	15066	Gene820	-10.41	0.2454330853576571	0.0983730234391849	31	67	51	103	two-component system response regulator SrrA	((&))
sRNA69	15067	Gene174	-8.89	0.685800859837486	0.0569747797728059	32	65	-26	-4	acyl-CoA thioesterase	((&))
sRNA58	15068	Gene1917	-6.09	0.195508206216864	0.0962003057791841	16	32	25	76	peptide-methionine (S)-S-oxide reductase	((&))
sRNA29	15069	Gene2106	-6.65	0.0905152556135928	0.4501551803976178	25	35	-139	-86	transcriptional regulator SpxA	((&))
sRNA9	15070	Gene655	-6.17	0.3602820342950987	0.0741677419501052	29	44	-178	-127	dynamin family protein	((&))
sRNA35	15071	Gene1728	-7.83	0.0835606690023429	0.5100334695826713	5	30	-159	-131	YktB family protein	((&))
sRNA288	15072	Gene673	-8.26	0.3927337441016978	0.0823810868129448	11	42	-79	-47	Dps family protein	((&))
sRNA9	15073	Gene2012	-11.06	0.4475451349554037	0.1110470646911832	25	63	-150	-119	ATP-dependent Clp endopeptidase proteolytic subunit ClpP	((&))
sRNA216	15074	Gene129	-8.92	0.3309858668049222	0.0861192603626256	19	39	-102	-52	cytochrome aa3 quinol oxidase subunit II	((&))
sRNA63	15075	Gene123	-9.07	0.1653926184758374	0.0902712545091268	20	35	1	26	ABC transporter permease	((&))
sRNA95	15076	Gene1632	-7.93	0.2436434196935054	0.1185832458208142	22	33	-174	-148	TrkA family potassium uptake protein	((&))
sRNA146	15077	Gene1613	-12.1	0.7556951233040546	0.0762030567491253	29	44	-129	-71	fatty acid kinase catalytic subunit FakA	(((&)))
sRNA211	15078	Gene2647	-10.09	0.4067097931719099	0.0823810868129448	16	45	-4	26	5-methylcytosine-specific restriction endonuclease system specificity protein McrC	((&))
sRNA18	15079	Gene1517	-7.11	0.2374994752942647	0.090411812361676	17	52	-22	6	rod shape-determining protein MreC	((&))
sRNA50	15080	Gene993	-6.54	0.8917547990648331	0.0518899834809126	39	55	40	94	Hsp20/alpha crystallin family protein	((&))
sRNA136	15081	Gene2535	-9.02	0.1719401446646808	0.0905568914730493	21	38	-128	-76	complement inhibitor SCIN-A	((&))
sRNA5	15082	Gene983	-7.83	0.4023124510245517	0.3127952712621499	22	38	-160	-136	staphyloferrin A synthetase SfaB	((&))
sRNA12	15083	Gene2255	-8.82	0.3660196761020071	0.071014781381633	23	39	-149	-104	16S rRNA (cytosine(967)-C(5))-methyltransferase RsmB	((&))
sRNA34	15084	Gene2721	-5.53	0.6696184462420768	0.136207273087259	33	42	-102	-79	terminase small subunit	((&))
sRNA34	15085	Gene169	-11.13	0.0752209034054406	0.3326352933089453	9	17	-129	-78	MTH1187 family thiamine-binding protein	((&))
sRNA154	15086	Gene2599	-9.8	0.00265217572269	0.1634954388589254	15	34	-163	-115	superantigen-like protein SSL5	((&))
sRNA212	15087	Gene2380	-6.18	0.8491676786190838	0.054472328285305	32	50	42	82	deoxynucleoside kinase	((&))
sRNA20	15088	Gene345	-9.71	0.8050036399437158	0.0539121708833039	36	68	52	86	class I SAM-dependent rRNA methyltransferase	((&))
sRNA87	15089	Gene309	-8.25	0.4865271267084859	0.0736233562141124	19	57	70	113	FAD-dependent monooxygenase	((&))
sRNA180	15090	Gene1719	-8.73	0.1975311930531851	0.2549018925577956	29	52	-70	-24	phosphopentomutase	((&))
sRNA1	15091	Gene2785	-6.63	0.185491983822897	0.089887671890644	8	23	78	105	Clp protease ClpP	((&))
sRNA125	15092	Gene1550	-6.91	0.3405690352248217	0.070193795033328	26	37	-1	54	alanine racemase	((&))
sRNA255	15093	Gene1344	-12.24	0.0547843982384981	0.1193433928302657	17	41	-2	29	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	(((&)))
sRNA187	15094	Gene1423	-8.25	0.3864408688041107	0.0767814268855793	34	47	-12	29	Mrp/NBP35 family ATP-binding protein	((&))
sRNA274	15095	Gene862	-8.37	0.3193748295038439	0.0879748538710944	15	31	-96	-45	succinate--CoA ligase subunit alpha	((&))
sRNA213	15096	Gene1067	-10.03	0.9618051598473668	0.052035158441008	6	38	-47	-26	adenylosuccinate synthase	((&))
sRNA249	15097	Gene222	-10.34	0.0735437554385766	0.3439392042904405	5	22	32	78	transcriptional activator RinB	((&))
sRNA20	15098	Gene2325	-7.22	0.2986710750058752	0.0827810515351872	1	28	20	60	DUF4479 family protein	((&))
sRNA124	15099	Gene1649	-10.41	0.0878554986395587	0.1141128646147548	15	37	12	40	2,3-bisphosphoglycerate-independent phosphoglycerate mutase	((&))
sRNA96	15100	Gene1649	-7.35	0.0656047524025799	0.5317186727872754	8	30	-184	-137	2,3-bisphosphoglycerate-independent phosphoglycerate mutase	((&))
sRNA48	15101	Gene137	-12.27	0.0596368419890355	0.1089036609157717	13	47	-30	0	bifunctional UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase GlmU	(((&)))
sRNA162	15102	Gene1621	-9.72	0.7217895732365459	0.0666700991602494	27	59	7	47	replicative DNA helicase	((&))
sRNA176	15103	Gene2676	-10.56	0.3768019727389379	0.0835785421740816	9	31	-45	-17	DUF6038 family protein	((&))
sRNA50	15104	Gene2377	-6.24	0.6300843916389415	0.0694598653009427	9	28	33	78	arsenite efflux transporter membrane subunit ArsB	((&))
sRNA150	15105	Gene1913	-6.65	0.360746939083489	0.0869261944691052	5	28	-115	-91	phosphonate ABC transporter, permease protein PhnE	((&))
sRNA50	15106	Gene411	-8.24	0.4918311273172064	0.0767814268855793	28	37	66	102	D-ribitol-5-phosphate cytidylyltransferase	((&))
sRNA9	15107	Gene2597	-11.04	0.5077678573459752	0.073349538326363	14	33	-90	-34	bis(5'-nucleosyl)-tetraphosphatase (symmetrical) YqeK	((&))
sRNA163	15108	Gene1688	-12.58	0.3962083602251712	0.4581540514746777	11	22	66	115	ComE operon protein 2	(((&)))
sRNA17	15109	Gene851	-6.95	0.1335714838678723	0.0913686478287195	15	38	-182	-159	L-threonylcarbamoyladenylate synthase	((&))
sRNA129	15110	Gene798	-11.63	0.3305460971947388	0.0765718966146975	29	49	36	57	transaldolase	((&))
sRNA37	15111	Gene1447	-11.98	0.0900367908788972	0.114955530920785	14	43	10	69	HTH-type transcriptional regulator MgrA	((&))
sRNA120	15112	Gene2732	-8.29	0.2957900130258222	0.1332580457710852	11	20	51	78	ImmA/IrrE family metallo-endopeptidase	((&))
sRNA50	15113	Gene17	-8.59	0.1333698894337116	0.1049445034044487	39	76	-99	-59	HIT family protein	((&))
sRNA9	15114	Gene343	-5.79	0.6793144160383816	0.1929468969601065	14	32	-172	-122	2,3-diphosphoglycerate-dependent phosphoglycerate mutase	((&))
sRNA9	15115	Gene2780	-7.34	0.2876833289239813	0.087413695334306	22	50	-178	-157	type 8 capsular polysaccharide synthesis protein Cap8B	((&))
sRNA35	15116	Gene609	-8.26	0.3817588126317548	0.3130835168195494	23	43	54	101	Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatC	((&))
sRNA130	15117	Gene577	-11.94	0.1037806568052878	0.114955530920785	18	39	-180	-158	Fe(3+) dicitrate ABC transporter substrate-binding protein	((&))
sRNA269	15118	Gene2136	-11.06	0.3494100103597175	0.08565732840412	8	42	-58	-29	thiamine phosphate synthase	((&))
sRNA71	15119	Gene1598	-7.57	0.3938350516102279	0.3176173478657706	17	27	-32	20	ornithine carbamoyltransferase	((&))
sRNA110	15120	Gene286	-8.92	0.7145737350818484	0.0558767500109798	17	53	-160	-103	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	((&))
sRNA226	15121	Gene1102	-8.8	0.2464664875130451	0.0958186074683205	25	35	-155	-115	30S ribosomal protein S16	((&))
sRNA124	15122	Gene591	-6.51	0.5226551666467665	0.0718497165205464	32	66	58	115	arsenate reductase family protein	((&))
sRNA287	15123	Gene1588	-10.86	0.1930182595144023	0.0884306734331222	19	44	-200	-148	adenosylmethionine--8-amino-7-oxononanoate transaminase	((&))
sRNA214	15124	Gene2333	-7.61	0.4405480824061406	0.082215549014998	32	63	-172	-133	respiratory nitrate reductase subunit gamma	((&))
sRNA142	15125	Gene1040	-8.42	0.4739183931056684	0.1032001540440964	17	46	-150	-102	cell-wall-anchored protein SasF	((&))
sRNA214	15126	Gene970	-7.99	0.6055920178362818	0.0728691397366647	36	70	-148	-101	nitrate respiration regulation response regulator NreC	((&))
sRNA103	15127	Gene429	-8.83	0.0551888996431118	0.2990623450238361	14	37	-77	-32	xanthine phosphoribosyltransferase	((&))
sRNA111	15128	Gene2401	-5.93	0.8766930523006979	0.0642147740800756	39	61	-157	-130	elongation factor Tu	((&))
sRNA65	15129	Gene187	-5.64	0.6448609789190182	0.0591685605795229	17	42	23	71	nitroreductase family protein	((&))
sRNA166	15130	Gene2047	-9.18	0.4504111504734053	0.0705209968779413	38	64	63	115	undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase	((&))
sRNA216	15131	Gene2421	-9.27	0.5092160770027128	0.0753777109205922	30	38	-54	5	DUF1405 domain-containing protein	((&))
sRNA26	15132	Gene1393	-8.32	0.3507550208735133	0.0876608940353841	30	43	18	61	galactose-6-phosphate isomerase subunit LacA	((&))
sRNA124	15133	Gene1442	-9.91	0.3726385528655526	0.0813451034923781	25	48	49	98	endonuclease MutS2	((&))
sRNA68	15134	Gene1768	-8.34	0.0347415241455301	0.1317178941952398	23	42	25	62	NAD-dependent formate dehydrogenase	((&))
sRNA9	15135	Gene1568	-6.84	0.364661912171851	0.0750206979424264	14	43	-96	-40	nuclease-related domain-containing protein	((&))
sRNA222	15136	Gene1731	-5.74	0.407340021993156	0.1662601962317029	16	54	75	134	dihydrolipoamide acetyltransferase family protein	((&))
sRNA7	15137	Gene2522	-6.69	0.1186954706044948	0.4286024804167642	8	26	-65	-17	glycopeptide resistance-associated protein GraF	((&))
sRNA195	15138	Gene346	-7.24	0.9197787607490302	0.0647488902811287	8	26	-160	-122	30S ribosomal protein S14	((&))
sRNA180	15139	Gene247	-11.24	0.278672211327936	0.2224941920160342	3	33	-21	37	tandem-type lipoprotein Lpl6	((&))
sRNA209	15140	Gene2704	-15.74	0.0291269403513552	0.1296086760197355	20	54	18	44	tetracycline resistance ribosomal protection protein Tet(M)	(((&)))
sRNA70	15141	Gene2804	-7.6	0.5157269402379361	0.0675243376489751	20	31	-180	-146	flippase GtxA	((&))
sRNA107	15142	Gene2518	-8.26	0.0051790787201523	0.1523984641469429	16	54	-77	-45	cyclic lactone autoinducer peptide	((&))
sRNA86	15143	Gene1041	-9.62	0.2286132952001646	0.1228341238485927	27	54	-17	7	GlsB/YeaQ/YmgE family stress response membrane protein	((&))
sRNA135	15144	Gene757	-7.52	0.6490797087649829	0.1207540021081408	19	41	-198	-162	amidohydrolase	((&))
sRNA280	15145	Gene31	-5.33	0.6328325743250698	0.0672681923857995	20	56	72	129	ATP-dependent zinc metalloprotease FtsH	((&))
sRNA119	15146	Gene431	-12.21	0.8400110362985549	0.0973040730875803	16	39	-174	-124	ribulokinase	(((&)))
sRNA28	15147	Gene2508	-11.6	0.166882859309343	0.4176417624218942	24	41	-14	19	Gfo/Idh/MocA family oxidoreductase	((&))
sRNA37	15148	Gene1221	-7.85	0.483028012479847	0.0769742479949266	4	18	-185	-164	aminotransferase class V-fold PLP-dependent enzyme	((&))
sRNA9	15149	Gene1216	-8.33	0.3481982298481945	0.0824351647342847	1	24	-92	-39	MSCRAMM family adhesin clumping factor ClfB	((&))
sRNA36	15150	Gene1604	-7.66	0.6597196809493631	0.0863061022955477	37	74	-1	22	DNA primase	((&))
sRNA153	15151	Gene2622	-11.58	0.1296351809691647	0.0948005610594546	36	44	-125	-94	phage major capsid protein	((&))
sRNA129	15152	Gene1111	-9.35	0.4561187423921892	0.069487920699786	30	41	46	83	tRNA1(Val) (adenine(37)-N6)-methyltransferase	((&))
sRNA216	15153	Gene581	-7.96	0.2188069297168307	0.0951518048519675	15	35	-195	-153	bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC	((&))
sRNA60	15154	Gene463	-9.16	0.6658361993012925	0.2162522104247888	11	21	-27	1	lytic transglycosylase SceD	((&))
sRNA189	15155	Gene2504	-10.63	0.1363673261994433	0.1444519726440155	18	41	-63	-17	aspartate carbamoyltransferase catalytic subunit	((&))
sRNA213	15156	Gene1702	-8.64	0.7046003840880076	0.0852200992842673	38	46	-37	10	rhomboid family intramembrane serine protease	((&))
sRNA197	15157	Gene697	-7.77	0.401209359621883	0.1875023444573761	1	26	-192	-168	metalloregulator ArsR/SmtB family transcription factor	((&))
sRNA220	15158	Gene1968	-7.21	0.9221527311932608	0.0520206309302302	16	39	-128	-82	phosphate/phosphite/phosphonate ABC transporter substrate-binding protein	((&))
sRNA51	15159	Gene199	-8.34	0.2267916983476052	0.1282499120140787	10	36	26	76	glycerol-3-phosphate cytidylyltransferase	((&))
sRNA213	15160	Gene1873	-14.79	0.3741831947644233	0.1212767065851871	22	30	4	48	histidinol dehydrogenase	(((&)))
sRNA17	15161	Gene1506	-6.84	0.6393290920120125	0.0546175816623947	29	54	-28	23	3-(L-alanin-3-ylcarbamoyl)-2-[(2-aminoethylcarbamoyl)methyl]-2-hydroxypropanoate synthase SbnF	((&))
sRNA95	15162	Gene1947	-6.84	0.5705021898480243	0.0822155181385572	32	55	-134	-97	DUF1659 domain-containing protein	((&))
sRNA40	15163	Gene526	-10.05	0.1981903219668186	0.0879748538710944	30	64	-9	24	dihydroxy-acid dehydratase	((&))
sRNA125	15164	Gene2374	-6.94	0.4138697069030091	0.0657273533686817	30	51	-1	44	ATP phosphoribosyltransferase	((&))
sRNA3	15165	Gene550	-8.95	0.0621302725240917	0.1780529607578752	7	20	-172	-152	50S ribosomal protein L19	((&))
sRNA209	15166	Gene475	-10.03	0.7741844946165197	0.0613511534230271	37	54	-27	6	ribosome biogenesis GTPase YlqF	((&))
sRNA89	15167	Gene1773	-6.15	0.4019039090307611	0.1021050863138304	22	36	75	100	lipoate--protein ligase	((&))
sRNA68	15168	Gene165	-8.2	0.244156247062089	0.0927711079244111	20	41	19	76	succinate--CoA ligase subunit alpha	((&))
sRNA218	15169	Gene1534	-11.95	0.8796727774580431	0.0570055850549856	16	53	-66	-27	5-oxoprolinase subunit PxpB	((&))
sRNA210	15170	Gene605	-7.39	0.7529994231516302	0.0558823457393112	21	45	24	67	ABC transporter ATP-binding protein/permease	((&))
sRNA204	15171	Gene578	-13.16	0.5934307642000812	0.0779969211622485	29	59	-106	-61	division/cell wall cluster transcriptional repressor MraZ	(((&)))
sRNA146	15172	Gene1991	-7.79	0.4925193653409588	0.1005339136345684	11	23	-33	-13	molybdopterin converting factor subunit 1	((&))
sRNA214	15173	Gene2042	-9.23	0.3733824717132153	0.0865986679959931	18	52	67	91	nickel/cobalt ABC transporter permease	((&))
sRNA66	15174	Gene630	-9.97	0.0294346281689988	0.2031818457249405	39	56	-181	-150	aldo/keto reductase family oxidoreductase	((&))
sRNA210	15175	Gene2767	-9.57	0.1806098611212273	0.0891061204054367	20	59	79	116	bi-component leukocidin LukGH subunit H	((&))
sRNA151	15176	Gene1214	-9.44	0.585819948214447	0.0958317273201406	26	58	15	49	xanthine phosphoribosyltransferase	((&))
sRNA50	15177	Gene267	-7.82	0.839940066129609	0.058739104523475	26	56	-140	-94	type 8 capsular polysaccharide synthesis protein Cap8I	((&))
sRNA95	15178	Gene2463	-13.67	0.0427448683568221	0.1840281753215725	14	41	-66	-24	5'-nucleotidase, lipoprotein e(P4) family	(((&)))
sRNA104	15179	Gene40	-8.97	0.8978883530631343	0.0786541230907798	3	32	7	50	sodium-dependent transporter	((&))
sRNA81	15180	Gene959	-8.69	0.743641003277671	0.0635123131658537	6	14	64	114	orotidine-5'-phosphate decarboxylase	((&))
sRNA285	15181	Gene1917	-13.6	0.1130927281589989	0.0991351310755418	32	51	-146	-87	peptide-methionine (S)-S-oxide reductase	(((&)))
sRNA207	15182	Gene2005	-8.72	0.5296969072177788	0.0701072643300107	15	44	-122	-82	mannitol-1-phosphate 5-dehydrogenase	((&))
sRNA132	15183	Gene2146	-6.26	0.5661405184318369	0.0698538143489456	9	26	31	84	copper chaperone CopZ	((&))
sRNA233	15184	Gene1233	-6.98	0.2866249280910727	0.0889880175979294	31	41	39	72	methylenetetrahydrofolate--tRNA-(uracil(54)-C(5))-methyltransferase (FADH(2)-oxidizing) TrmFO	((&))
sRNA9	15185	Gene1504	-5.42	0.8890440433597511	0.0944840046118601	16	31	-120	-80	bacillithiol transferase BstA	((&))
sRNA169	15186	Gene1235	-8.81	0.8976271252877192	0.051953672631119	38	67	-152	-115	cell division protein FtsA	((&))
sRNA48	15187	Gene48	-6.01	0.6856148096590184	0.0588352686311548	34	64	-59	-24	multidrug efflux MATE transporter MepA	((&))
sRNA8	15188	Gene1203	-12.84	0.5701539518665102	0.0571561762227432	34	73	-68	-32	preprotein translocase subunit SecA	(((&)))
sRNA68	15189	Gene1500	-7.39	0.7116571175316955	0.063301408809512	23	58	30	57	CPBP family intramembrane glutamic endopeptidase SdpC	((&))
sRNA210	15190	Gene2702	-9.62	0.7557384325701766	0.0557490149193369	20	44	-60	-23	K(+)-transporting ATPase subunit C	((&))
sRNA134	15191	Gene748	-8.23	0.0987781518288448	0.1098523551874436	6	29	51	75	2-oxoacid:ferredoxin oxidoreductase subunit beta	((&))
sRNA103	15192	Gene518	-10.51	0.1620096250492352	0.2102617374422176	7	26	-46	5	arginine repressor	((&))
sRNA245	15193	Gene2780	-7.71	0.0942324432234431	0.2721838444416711	12	30	-105	-53	type 8 capsular polysaccharide synthesis protein Cap8B	((&))
sRNA236	15194	Gene1381	-8.89	0.8283640010326212	0.0573143961300378	11	37	-28	29	GTP-binding protein	((&))
sRNA98	15195	Gene551	-5.48	0.2647764387192189	0.1156543538616618	1	13	57	100	tyrosine-type recombinase/integrase	((&))
sRNA163	15196	Gene2119	-12.43	0.2844412041468732	0.5281161395747668	32	40	59	92	two-component system sensor histidine kinase SrrB	(((&)))
sRNA234	15197	Gene301	-7.19	0.7275585487573516	0.0577672758425925	2	39	-158	-111	YuzB family protein	((&))
sRNA96	15198	Gene898	-9.0	0.1715068441190027	0.425328786496574	11	26	-86	-38	phosphoglycerate kinase	((&))
sRNA140	15199	Gene511	-7.59	0.2498334406962263	0.0877904326616949	26	56	38	95	TetR/AcrR family transcriptional regulator	((&))
sRNA9	15200	Gene125	-9.25	0.541961644135595	0.1006313511585455	15	37	55	89	multidrug efflux MFS transporter MdeA	((&))
sRNA103	15201	Gene1580	-8.03	0.1720167053895465	0.2054614943589506	14	50	-191	-162	cell division protein FtsZ	((&))
sRNA95	15202	Gene2517	-5.33	0.6761792293567168	0.0732597771518138	7	44	-38	3	antiholin-like protein LrgB	((&))
sRNA177	15203	Gene2042	-14.79	0.3170689565598927	0.0856911372641521	18	51	-195	-142	nickel/cobalt ABC transporter permease	(((&)))
sRNA111	15204	Gene392	-5.92	0.5747723871929403	0.0950090196834699	15	31	-98	-59	aconitate hydratase AcnA	((&))
sRNA71	15205	Gene1058	-7.71	0.9385927919724256	0.0611231081622499	26	62	-176	-153	ornithine--oxo-acid transaminase	((&))
sRNA190	15206	Gene2005	-7.53	0.6304729643263075	0.0678955578539259	22	57	-185	-126	mannitol-1-phosphate 5-dehydrogenase	((&))
sRNA112	15207	Gene1826	-9.92	0.8269292827819785	0.0614422961681226	6	29	-110	-52	DUF1146 family protein	((&))
sRNA107	15208	Gene1262	-12.28	0.1574119718010944	0.0923976118572448	22	50	-27	21	peptide MFS transporter	(((&)))
sRNA197	15209	Gene935	-8.12	0.5677076144920826	0.1509734800106703	8	26	-18	37	low molecular weight protein-tyrosine-phosphatase	((&))
sRNA75	15210	Gene2124	-6.8	0.7446127945502186	0.059430778673097	39	49	55	86	FosB1/FosB3 family fosfomycin resistance bacillithiol transferase	((&))
sRNA283	15211	Gene2580	-10.83	0.1875051173990587	0.0791141276163011	22	60	-151	-102	4'-phosphopantetheinyl transferase superfamily protein	((&))
sRNA64	15212	Gene2799	-8.8	0.1609015355336855	0.0971588448675705	37	51	-48	-11	30S ribosome-binding factor RbfA	((&))
sRNA6	15213	Gene1514	-7.5	0.628988872485561	0.0619212796897238	16	42	1	48	50S ribosomal protein L25/general stress protein Ctc	((&))
sRNA249	15214	Gene890	-7.5	0.0930612416180229	0.326095020466302	33	63	-107	-78	UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase	((&))
sRNA216	15215	Gene1185	-6.17	0.6502283339107775	0.0679964536788665	10	32	-97	-44	23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD	((&))
sRNA208	15216	Gene36	-9.33	0.6803989021145888	0.0676992407177349	27	47	65	120	fructose-1,6-bisphosphatase	((&))
sRNA225	15217	Gene2712	-11.24	0.4805425732691877	0.0836677649096136	23	55	-52	-23	type 8 capsular polysaccharide synthesis protein Cap8H	((&))
sRNA178	15218	Gene762	-7.71	0.7898559356929993	0.0642469928775158	18	47	-165	-144	alanine racemase	((&))
sRNA148	15219	Gene637	-6.58	0.7240506272258213	0.057031898400617	6	18	-54	-17	nickel ABC transporter permease	((&))
sRNA43	15220	Gene1141	-6.82	0.3560222024287777	0.0805629566219049	5	15	-98	-75	glutamine--fructose-6-phosphate transaminase (isomerizing)	((&))
sRNA204	15221	Gene1873	-12.9	0.4232916461399351	0.0902459185508673	18	43	-142	-93	histidinol dehydrogenase	(((&)))
