sRNA_ID	mRNA_ID	Prediction_Probability
sRNA210	Gene1874	0.51546
sRNA9	Gene2511	0.53527
sRNA188	Gene466	0.51126
sRNA78	Gene425	0.49428
sRNA48	Gene1663	0.51218
sRNA203	Gene1436	0.50065
sRNA78	Gene2206	0.52015
sRNA90	Gene1747	0.52209
sRNA194	Gene610	0.58682
sRNA139	Gene1718	0.47782
sRNA289	Gene2009	0.55338
sRNA175	Gene2371	0.54077
sRNA261	Gene820	0.53147
sRNA189	Gene125	0.49525
sRNA188	Gene536	0.52907
sRNA175	Gene1299	0.50665
sRNA9	Gene2193	0.47843
sRNA21	Gene2407	0.55751
sRNA146	Gene1834	0.49798
sRNA127	Gene2762	0.54571
sRNA2	Gene2015	0.45408
sRNA154	Gene397	0.55962
sRNA247	Gene1176	0.46559
sRNA148	Gene1018	0.54826
sRNA111	Gene2744	0.59375
sRNA9	Gene80	0.5168
sRNA178	Gene468	0.55768
sRNA112	Gene876	0.56864
sRNA77	Gene2646	0.57743
sRNA155	Gene260	0.46998
sRNA129	Gene2380	0.57667
sRNA36	Gene617	0.51649
sRNA40	Gene1607	0.5793
sRNA132	Gene1409	0.49283
sRNA61	Gene2161	0.51419
sRNA22	Gene999	0.53156
sRNA224	Gene403	0.52304
sRNA4	Gene1519	0.44648
sRNA181	Gene2721	0.56446
sRNA111	Gene63	0.60183
sRNA183	Gene2387	0.55178
sRNA188	Gene310	0.53951
sRNA50	Gene2548	0.50266
sRNA147	Gene322	0.51699
sRNA144	Gene2802	0.50967
sRNA227	Gene174	0.55597
sRNA116	Gene1083	0.54568
sRNA140	Gene1871	0.52353
sRNA304	Gene394	0.47196
sRNA125	Gene2485	0.60295
sRNA11	Gene1950	0.51906
sRNA221	Gene2284	0.53618
sRNA175	Gene1930	0.51674
sRNA209	Gene1248	0.49099
sRNA30	Gene518	0.48069
sRNA70	Gene1666	0.49945
sRNA108	Gene2863	0.48991
sRNA225	Gene1742	0.55563
sRNA69	Gene727	0.48681
sRNA278	Gene292	0.4709
sRNA20	Gene2613	0.58677
sRNA19	Gene2182	0.5492
sRNA151	Gene1067	0.5905
sRNA187	Gene183	0.53608
sRNA29	Gene1410	0.56425
sRNA177	Gene2647	0.57916
sRNA260	Gene2027	0.45458
sRNA125	Gene2080	0.49153
sRNA134	Gene693	0.59498
sRNA196	Gene346	0.44709
sRNA227	Gene1534	0.51976
sRNA213	Gene1763	0.52109
sRNA9	Gene124	0.45252
sRNA233	Gene1307	0.50067
sRNA46	Gene88	0.57773
sRNA188	Gene163	0.5264
sRNA107	Gene591	0.53931
sRNA90	Gene2413	0.51323
sRNA7	Gene1752	0.55513
sRNA100	Gene1394	0.57794
sRNA68	Gene1802	0.50629
sRNA233	Gene1574	0.5792
sRNA200	Gene2673	0.45868
sRNA153	Gene1574	0.55084
sRNA160	Gene2394	0.54469
sRNA247	Gene561	0.52014
sRNA227	Gene1830	0.57827
sRNA229	Gene2179	0.53864
sRNA51	Gene2518	0.53905
sRNA266	Gene1147	0.47315
sRNA235	Gene2582	0.53544
sRNA34	Gene830	0.47851
sRNA257	Gene2233	0.51955
sRNA14	Gene2707	0.54116
sRNA204	Gene2069	0.47002
sRNA18	Gene1677	0.52793
sRNA163	Gene1244	0.55384
sRNA112	Gene1189	0.5716
sRNA173	Gene316	0.50459
sRNA265	Gene358	0.44919
sRNA50	Gene314	0.58787
sRNA89	Gene326	0.51704
sRNA114	Gene2198	0.53656
sRNA20	Gene2706	0.58926
sRNA136	Gene2502	0.52465
sRNA58	Gene1056	0.5674
sRNA217	Gene2145	0.48464
sRNA173	Gene427	0.46045
sRNA148	Gene1168	0.50961
sRNA173	Gene600	0.48484
sRNA259	Gene2575	0.45204
sRNA4	Gene1593	0.46387
sRNA150	Gene1628	0.48285
sRNA181	Gene957	0.51852
sRNA89	Gene966	0.52194
sRNA85	Gene64	0.50573
sRNA9	Gene1685	0.52149
sRNA179	Gene831	0.4825
sRNA111	Gene2657	0.54048
sRNA51	Gene53	0.52186
sRNA265	Gene757	0.49578
sRNA103	Gene1250	0.51375
sRNA134	Gene1021	0.60398
sRNA98	Gene805	0.45155
sRNA104	Gene1273	0.48691
sRNA104	Gene1677	0.46946
sRNA48	Gene360	0.63501
sRNA113	Gene1253	0.51409
sRNA259	Gene2851	0.47052
sRNA175	Gene2271	0.51785
sRNA45	Gene2339	0.48634
sRNA61	Gene475	0.55724
sRNA204	Gene347	0.48634
sRNA9	Gene2052	0.48099
sRNA223	Gene1606	0.59775
sRNA50	Gene2013	0.48509
sRNA31	Gene296	0.48058
sRNA18	Gene1763	0.53314
sRNA9	Gene243	0.52224
sRNA35	Gene1860	0.53378
sRNA247	Gene2003	0.46423
sRNA9	Gene1931	0.52489
sRNA276	Gene2559	0.49111
sRNA190	Gene1012	0.55392
sRNA93	Gene1789	0.57135
sRNA1	Gene129	0.54223
sRNA136	Gene2706	0.53226
sRNA50	Gene2618	0.493
sRNA186	Gene2319	0.54055
sRNA9	Gene631	0.49577
sRNA232	Gene1222	0.47893
sRNA186	Gene2301	0.54597
sRNA208	Gene1541	0.48699
sRNA168	Gene2584	0.49774
sRNA100	Gene329	0.55489
sRNA299	Gene1054	0.51184
sRNA32	Gene1232	0.46879
sRNA136	Gene2613	0.52354
sRNA163	Gene2454	0.55044
sRNA251	Gene308	0.48667
sRNA235	Gene2476	0.56976
sRNA209	Gene548	0.54468
sRNA207	Gene1776	0.5571
sRNA69	Gene2151	0.46247
sRNA139	Gene2043	0.56908
sRNA45	Gene614	0.55885
sRNA225	Gene2045	0.58498
sRNA148	Gene1705	0.53495
sRNA142	Gene1300	0.47205
sRNA231	Gene901	0.53574
sRNA62	Gene2285	0.51841
sRNA47	Gene1883	0.52915
sRNA5	Gene1283	0.48881
sRNA23	Gene2334	0.48193
sRNA146	Gene596	0.51846
sRNA49	Gene1147	0.50971
sRNA78	Gene2399	0.50215
sRNA50	Gene110	0.50064
sRNA46	Gene2453	0.55976
sRNA7	Gene2081	0.52439
sRNA73	Gene2538	0.46945
sRNA39	Gene325	0.57859
sRNA188	Gene1022	0.56461
sRNA12	Gene1193	0.60266
sRNA51	Gene629	0.57843
sRNA161	Gene2557	0.52812
sRNA162	Gene1150	0.56511
sRNA36	Gene603	0.54482
sRNA5	Gene2500	0.49468
sRNA190	Gene2673	0.55614
sRNA183	Gene362	0.53644
sRNA53	Gene2392	0.4969
sRNA223	Gene1728	0.59309
sRNA16	Gene95	0.52529
sRNA223	Gene89	0.56312
sRNA134	Gene2037	0.53041
sRNA141	Gene251	0.54833
sRNA205	Gene715	0.46086
sRNA48	Gene2596	0.51523
sRNA228	Gene2543	0.48181
sRNA185	Gene1114	0.49936
sRNA199	Gene590	0.53903
sRNA257	Gene625	0.48823
sRNA9	Gene2208	0.59922
sRNA3	Gene190	0.52504
sRNA81	Gene53	0.58077
sRNA29	Gene1280	0.54754
sRNA219	Gene1635	0.45731
sRNA236	Gene1811	0.57118
sRNA96	Gene477	0.5256
sRNA78	Gene809	0.52556
sRNA186	Gene1286	0.59915
sRNA197	Gene1845	0.51376
sRNA28	Gene2444	0.45275
sRNA194	Gene1215	0.5361
sRNA60	Gene348	0.50541
sRNA9	Gene861	0.50368
sRNA135	Gene2339	0.49904
sRNA243	Gene694	0.52874
sRNA139	Gene1960	0.52946
sRNA229	Gene1601	0.5303
sRNA83	Gene2609	0.5418
sRNA65	Gene1299	0.45829
sRNA80	Gene923	0.48682
sRNA98	Gene1210	0.48256
sRNA214	Gene2749	0.54417
sRNA45	Gene1420	0.52398
sRNA218	Gene2497	0.53503
sRNA9	Gene2614	0.48307
sRNA97	Gene2347	0.57562
sRNA200	Gene1415	0.48314
sRNA51	Gene1673	0.54612
sRNA98	Gene11	0.5078
sRNA13	Gene2242	0.4757
sRNA213	Gene72	0.55173
sRNA29	Gene913	0.50944
sRNA67	Gene930	0.49515
sRNA51	Gene668	0.61367
sRNA86	Gene802	0.56635
sRNA205	Gene893	0.49363
sRNA112	Gene1899	0.56412
sRNA105	Gene2540	0.50297
sRNA50	Gene2310	0.4553
sRNA136	Gene1107	0.50673
sRNA231	Gene1376	0.5555
sRNA225	Gene2555	0.56802
sRNA201	Gene1977	0.47307
sRNA225	Gene2195	0.56191
sRNA108	Gene532	0.55712
sRNA180	Gene2073	0.51657
sRNA197	Gene1361	0.50073
sRNA195	Gene1612	0.4933
sRNA45	Gene1791	0.55482
sRNA160	Gene2487	0.51647
sRNA171	Gene761	0.4964
sRNA289	Gene892	0.51891
sRNA236	Gene1971	0.58484
sRNA233	Gene2146	0.57146
sRNA57	Gene611	0.45176
sRNA148	Gene2332	0.56617
sRNA276	Gene2430	0.5165
sRNA301	Gene1411	0.4743
sRNA78	Gene1626	0.52307
sRNA165	Gene1416	0.46658
sRNA9	Gene2574	0.50355
sRNA249	Gene1020	0.49795
sRNA30	Gene413	0.4973
sRNA92	Gene1525	0.49901
sRNA112	Gene968	0.56594
sRNA64	Gene1993	0.58983
sRNA53	Gene506	0.55649
sRNA167	Gene1333	0.52076
sRNA35	Gene982	0.50726
sRNA231	Gene1660	0.51751
sRNA231	Gene1162	0.4974
sRNA39	Gene2401	0.55701
sRNA51	Gene1325	0.56746
sRNA104	Gene385	0.54203
sRNA81	Gene1252	0.54207
sRNA231	Gene2381	0.54675
sRNA114	Gene549	0.52858
sRNA134	Gene1319	0.55356
sRNA210	Gene457	0.52536
sRNA212	Gene1964	0.5423
sRNA216	Gene1880	0.5022
sRNA207	Gene2734	0.53046
sRNA50	Gene2555	0.49471
sRNA210	Gene1488	0.52487
sRNA222	Gene1774	0.47903
sRNA280	Gene601	0.52435
sRNA83	Gene2187	0.51896
sRNA264	Gene1124	0.51978
sRNA41	Gene98	0.52438
sRNA165	Gene298	0.47351
sRNA169	Gene2061	0.55714
sRNA20	Gene951	0.57872
sRNA152	Gene1033	0.4684
sRNA26	Gene2009	0.52328
sRNA118	Gene1912	0.51357
sRNA265	Gene2303	0.47724
sRNA203	Gene1162	0.5535
sRNA252	Gene1876	0.44848
sRNA205	Gene2069	0.47394
sRNA52	Gene2642	0.55084
sRNA89	Gene2299	0.55227
sRNA178	Gene1287	0.52377
sRNA178	Gene1946	0.5455
sRNA150	Gene679	0.49086
sRNA247	Gene1040	0.46842
sRNA65	Gene970	0.58533
sRNA198	Gene2544	0.4557
sRNA159	Gene1277	0.54122
sRNA202	Gene2750	0.49705
sRNA176	Gene2196	0.56067
sRNA27	Gene221	0.50233
sRNA52	Gene844	0.56837
sRNA145	Gene1890	0.58534
sRNA104	Gene2822	0.51592
sRNA189	Gene1477	0.48714
sRNA116	Gene904	0.5707
sRNA193	Gene581	0.48017
sRNA205	Gene612	0.45416
sRNA21	Gene1468	0.53654
sRNA86	Gene523	0.6128
sRNA150	Gene822	0.50815
sRNA4	Gene425	0.45812
sRNA118	Gene1196	0.53113
sRNA13	Gene1347	0.48277
sRNA219	Gene536	0.54096
sRNA131	Gene903	0.55963
sRNA259	Gene1395	0.46043
sRNA231	Gene358	0.50447
sRNA168	Gene234	0.50453
sRNA49	Gene2267	0.52364
sRNA50	Gene988	0.5923
sRNA50	Gene597	0.51641
sRNA234	Gene2488	0.5545
sRNA49	Gene1130	0.54931
sRNA278	Gene2741	0.46135
sRNA243	Gene1634	0.55743
sRNA25	Gene1277	0.51662
sRNA224	Gene2192	0.578
sRNA176	Gene2672	0.53478
sRNA105	Gene444	0.48737
sRNA191	Gene2311	0.55801
sRNA181	Gene2373	0.52457
sRNA31	Gene687	0.4752
sRNA9	Gene324	0.53642
sRNA250	Gene2284	0.46608
sRNA9	Gene495	0.5019
sRNA162	Gene753	0.5538
sRNA50	Gene2058	0.49591
sRNA93	Gene1711	0.58331
sRNA77	Gene2642	0.56138
sRNA124	Gene2160	0.57988
sRNA129	Gene1912	0.58984
sRNA11	Gene1131	0.5215
sRNA9	Gene2077	0.50394
sRNA264	Gene589	0.52602
sRNA183	Gene2374	0.50103
sRNA240	Gene2524	0.51793
sRNA79	Gene150	0.53959
sRNA48	Gene924	0.57316
sRNA181	Gene2478	0.58524
sRNA101	Gene307	0.5439
sRNA73	Gene1935	0.45409
sRNA32	Gene2801	0.47315
sRNA214	Gene1504	0.55122
sRNA199	Gene410	0.5015
sRNA124	Gene1791	0.56637
sRNA205	Gene377	0.53032
sRNA3	Gene1387	0.48064
sRNA96	Gene154	0.50819
sRNA214	Gene2250	0.54174
sRNA160	Gene2020	0.52407
sRNA216	Gene1771	0.48099
sRNA9	Gene2770	0.54494
sRNA50	Gene2644	0.55513
sRNA124	Gene2138	0.55863
sRNA85	Gene1917	0.52089
sRNA112	Gene2716	0.54708
sRNA33	Gene1205	0.55989
sRNA50	Gene2427	0.51175
sRNA249	Gene346	0.48401
sRNA136	Gene360	0.48626
sRNA233	Gene1929	0.57318
sRNA253	Gene2759	0.50256
sRNA91	Gene1215	0.48991
sRNA197	Gene961	0.57149
sRNA187	Gene1124	0.53955
sRNA201	Gene2750	0.51062
sRNA45	Gene755	0.59253
sRNA126	Gene1311	0.53875
sRNA118	Gene821	0.51057
sRNA68	Gene1594	0.47704
sRNA95	Gene1763	0.54723
sRNA9	Gene246	0.46839
sRNA257	Gene717	0.53801
sRNA34	Gene2838	0.49091
sRNA163	Gene1953	0.51884
sRNA150	Gene801	0.45496
sRNA265	Gene869	0.54112
sRNA96	Gene715	0.51911
sRNA218	Gene2235	0.57419
sRNA133	Gene2707	0.53085
sRNA123	Gene620	0.47426
sRNA144	Gene877	0.52889
sRNA212	Gene2640	0.5402
sRNA174	Gene1303	0.50216
sRNA113	Gene1766	0.47585
sRNA60	Gene2506	0.55826
sRNA151	Gene2042	0.54703
sRNA201	Gene2407	0.52769
sRNA82	Gene818	0.54626
sRNA125	Gene1678	0.58956
sRNA55	Gene765	0.54296
sRNA50	Gene1465	0.49785
sRNA259	Gene2808	0.48523
sRNA273	Gene1160	0.49712
sRNA9	Gene1815	0.55382
sRNA159	Gene1259	0.55723
sRNA50	Gene1482	0.51683
sRNA103	Gene2386	0.5322
sRNA252	Gene2558	0.46031
sRNA291	Gene208	0.47199
sRNA166	Gene2348	0.49646
sRNA87	Gene938	0.55161
sRNA145	Gene2665	0.56948
sRNA136	Gene121	0.51868
sRNA122	Gene2396	0.50384
sRNA83	Gene71	0.51571
sRNA108	Gene1798	0.54253
sRNA6	Gene1860	0.49478
sRNA49	Gene2239	0.54227
sRNA156	Gene1274	0.48967
sRNA109	Gene1915	0.56109
sRNA98	Gene612	0.48324
sRNA221	Gene2628	0.56553
sRNA112	Gene494	0.57603
sRNA225	Gene815	0.52763
sRNA26	Gene2238	0.48459
sRNA162	Gene2532	0.55165
sRNA113	Gene104	0.50065
sRNA111	Gene844	0.54567
sRNA70	Gene2746	0.57095
sRNA9	Gene878	0.56162
sRNA169	Gene1279	0.53799
sRNA201	Gene1241	0.48914
sRNA289	Gene1422	0.50504
sRNA9	Gene1664	0.4768
sRNA201	Gene1976	0.51329
sRNA236	Gene2634	0.55097
sRNA30	Gene1540	0.49222
sRNA89	Gene1465	0.54015
sRNA252	Gene376	0.45691
sRNA209	Gene1881	0.51489
sRNA249	Gene1227	0.48475
sRNA65	Gene594	0.57949
sRNA126	Gene1733	0.50785
sRNA139	Gene2627	0.49675
sRNA113	Gene1629	0.51923
sRNA230	Gene1130	0.49338
sRNA68	Gene1459	0.48448
sRNA80	Gene1250	0.4696
sRNA148	Gene1326	0.48747
sRNA45	Gene1634	0.53225
sRNA41	Gene1796	0.51951
sRNA149	Gene2195	0.49158
sRNA268	Gene834	0.49876
sRNA164	Gene1424	0.49838
sRNA179	Gene2253	0.46952
sRNA44	Gene1010	0.51592
sRNA39	Gene2394	0.57193
sRNA9	Gene128	0.53143
sRNA173	Gene629	0.47674
sRNA131	Gene484	0.59566
sRNA278	Gene2837	0.4466
sRNA124	Gene740	0.51174
sRNA81	Gene2664	0.48994
sRNA209	Gene1404	0.52261
sRNA11	Gene880	0.52547
sRNA55	Gene117	0.56801
sRNA151	Gene2667	0.49848
sRNA180	Gene1884	0.52898
sRNA258	Gene421	0.49362
sRNA65	Gene2800	0.53691
sRNA69	Gene2053	0.48308
sRNA128	Gene673	0.57931
sRNA12	Gene1878	0.52077
sRNA2	Gene776	0.55369
sRNA146	Gene119	0.5545
sRNA163	Gene2578	0.53964
sRNA3	Gene1245	0.4962
sRNA148	Gene2347	0.55252
sRNA38	Gene2015	0.61978
sRNA169	Gene2478	0.56811
sRNA90	Gene150	0.54561
sRNA129	Gene2179	0.58107
sRNA166	Gene797	0.50155
sRNA36	Gene621	0.47337
sRNA100	Gene1736	0.54046
sRNA47	Gene2485	0.58222
sRNA84	Gene767	0.59448
sRNA4	Gene1409	0.45494
sRNA205	Gene1988	0.48917
sRNA104	Gene2645	0.55006
sRNA50	Gene1826	0.49741
sRNA125	Gene342	0.54682
sRNA106	Gene1061	0.52456
sRNA96	Gene1200	0.50549
sRNA83	Gene599	0.52405
sRNA9	Gene1666	0.48103
sRNA259	Gene1988	0.46157
sRNA149	Gene304	0.51204
sRNA71	Gene318	0.57371
sRNA220	Gene2326	0.54746
sRNA135	Gene1610	0.51161
sRNA15	Gene2023	0.52603
sRNA93	Gene2521	0.50241
sRNA7	Gene2015	0.52022
sRNA3	Gene1614	0.50502
sRNA84	Gene2021	0.51534
sRNA67	Gene1159	0.54815
sRNA55	Gene233	0.55252
sRNA48	Gene1710	0.53034
sRNA152	Gene2194	0.49562
sRNA188	Gene1704	0.50845
sRNA92	Gene2093	0.51103
sRNA218	Gene902	0.54556
sRNA233	Gene1302	0.59805
sRNA156	Gene908	0.46324
sRNA263	Gene529	0.49134
sRNA158	Gene2455	0.5468
sRNA50	Gene246	0.50434
sRNA14	Gene1260	0.49592
sRNA163	Gene1159	0.56584
sRNA108	Gene2862	0.50717
sRNA207	Gene2509	0.59587
sRNA47	Gene1003	0.59691
sRNA9	Gene677	0.4715
sRNA3	Gene2841	0.48162
sRNA249	Gene657	0.4761
sRNA159	Gene2644	0.52197
sRNA37	Gene1633	0.55037
sRNA248	Gene99	0.46016
sRNA85	Gene588	0.47792
sRNA100	Gene326	0.59626
sRNA180	Gene319	0.52053
sRNA247	Gene2069	0.48896
sRNA56	Gene1196	0.45777
sRNA291	Gene2647	0.49748
sRNA202	Gene2153	0.52733
sRNA137	Gene2558	0.45439
sRNA68	Gene68	0.45903
sRNA140	Gene1970	0.53281
sRNA57	Gene2158	0.47222
sRNA189	Gene1558	0.52969
sRNA37	Gene1465	0.51754
sRNA142	Gene2390	0.55825
sRNA106	Gene1500	0.45981
sRNA169	Gene498	0.50865
sRNA153	Gene282	0.5116
sRNA139	Gene1258	0.50886
sRNA50	Gene2684	0.54372
sRNA96	Gene2561	0.49087
sRNA174	Gene1782	0.50975
sRNA257	Gene1414	0.50863
sRNA233	Gene1828	0.54636
sRNA267	Gene2543	0.46058
sRNA285	Gene575	0.4599
sRNA5	Gene1081	0.59795
sRNA76	Gene2567	0.5477
sRNA274	Gene1113	0.51344
sRNA190	Gene2817	0.55767
sRNA152	Gene1892	0.47831
sRNA176	Gene1773	0.5561
sRNA190	Gene2544	0.50995
sRNA49	Gene2340	0.55702
sRNA131	Gene231	0.52634
sRNA235	Gene2793	0.58151
sRNA96	Gene1701	0.48924
sRNA158	Gene1695	0.50706
sRNA43	Gene2829	0.49336
sRNA151	Gene1144	0.54706
sRNA50	Gene2300	0.45337
sRNA247	Gene1152	0.46557
sRNA207	Gene1606	0.50667
sRNA229	Gene1347	0.53057
sRNA166	Gene1512	0.46874
sRNA208	Gene1812	0.50634
sRNA231	Gene1902	0.55846
sRNA127	Gene1520	0.55639
sRNA103	Gene1629	0.50562
sRNA122	Gene1018	0.53716
sRNA173	Gene958	0.47706
sRNA186	Gene2331	0.51866
sRNA273	Gene2491	0.46898
sRNA151	Gene2319	0.53304
sRNA198	Gene1890	0.45225
sRNA50	Gene143	0.51785
sRNA140	Gene2251	0.52473
sRNA200	Gene610	0.47121
sRNA273	Gene592	0.48778
sRNA189	Gene1383	0.48221
sRNA32	Gene2091	0.49185
sRNA209	Gene88	0.50869
sRNA134	Gene2818	0.54569
sRNA112	Gene2308	0.555
sRNA168	Gene2479	0.4864
sRNA175	Gene774	0.51261
sRNA257	Gene247	0.525
sRNA18	Gene2110	0.47694
sRNA80	Gene866	0.49778
sRNA47	Gene739	0.49575
sRNA12	Gene808	0.56216
sRNA193	Gene199	0.47972
sRNA161	Gene2448	0.55411
sRNA124	Gene801	0.52698
sRNA222	Gene66	0.47593
sRNA35	Gene2776	0.4965
sRNA193	Gene412	0.48501
sRNA212	Gene409	0.56755
sRNA32	Gene2554	0.45776
sRNA153	Gene1431	0.53309
sRNA136	Gene1609	0.5381
sRNA114	Gene2054	0.54365
sRNA244	Gene903	0.5121
sRNA9	Gene105	0.4781
sRNA76	Gene273	0.54665
sRNA97	Gene462	0.58634
sRNA278	Gene500	0.46965
sRNA192	Gene1148	0.53581
sRNA124	Gene2530	0.5474
sRNA27	Gene183	0.47166
sRNA81	Gene2310	0.51562
sRNA120	Gene2854	0.56415
sRNA67	Gene779	0.56603
sRNA252	Gene998	0.45784
sRNA38	Gene1117	0.59103
sRNA36	Gene2367	0.51216
sRNA81	Gene2081	0.51428
sRNA131	Gene852	0.57051
sRNA209	Gene499	0.58619
sRNA9	Gene2637	0.53703
sRNA125	Gene1154	0.57176
sRNA220	Gene2467	0.52407
sRNA59	Gene1319	0.52528
sRNA139	Gene2451	0.53105
sRNA9	Gene1031	0.50296
sRNA151	Gene716	0.57267
sRNA204	Gene1544	0.54658
sRNA240	Gene1461	0.55099
sRNA130	Gene598	0.53044
sRNA81	Gene2341	0.51588
sRNA18	Gene854	0.57037
sRNA109	Gene1882	0.52234
sRNA9	Gene2063	0.54362
sRNA112	Gene512	0.56339
sRNA127	Gene1342	0.54796
sRNA35	Gene895	0.51409
sRNA89	Gene1040	0.53126
sRNA196	Gene873	0.45616
sRNA235	Gene1189	0.52867
sRNA67	Gene2387	0.53756
sRNA41	Gene2530	0.53673
sRNA45	Gene1398	0.52876
sRNA9	Gene387	0.45067
sRNA245	Gene649	0.54625
sRNA257	Gene776	0.53318
sRNA254	Gene2558	0.4596
sRNA57	Gene1823	0.49512
sRNA25	Gene2364	0.5604
sRNA229	Gene146	0.52155
sRNA189	Gene374	0.47604
sRNA132	Gene1895	0.49254
sRNA175	Gene2833	0.52835
sRNA71	Gene860	0.56603
sRNA9	Gene558	0.52423
sRNA87	Gene1749	0.53294
sRNA276	Gene2162	0.53084
sRNA17	Gene590	0.53753
sRNA131	Gene379	0.5144
sRNA169	Gene1483	0.54349
sRNA50	Gene2154	0.55311
sRNA9	Gene1687	0.50379
sRNA72	Gene1056	0.55251
sRNA104	Gene602	0.52319
sRNA116	Gene369	0.50359
sRNA118	Gene1176	0.50306
sRNA174	Gene285	0.49199
sRNA170	Gene328	0.52944
sRNA135	Gene2716	0.52743
sRNA90	Gene2811	0.532
sRNA125	Gene1465	0.46657
sRNA159	Gene1804	0.50874
sRNA249	Gene84	0.52682
sRNA117	Gene209	0.52112
sRNA9	Gene2554	0.46205
sRNA86	Gene2311	0.58674
sRNA237	Gene2541	0.50218
sRNA35	Gene1367	0.55769
sRNA208	Gene1662	0.45428
sRNA6	Gene896	0.48335
sRNA65	Gene2445	0.50892
sRNA128	Gene1898	0.53801
sRNA194	Gene2577	0.53947
sRNA9	Gene2843	0.50373
sRNA194	Gene1099	0.53793
sRNA51	Gene2325	0.54509
sRNA235	Gene1757	0.54855
sRNA62	Gene761	0.53185
sRNA106	Gene2743	0.58926
sRNA81	Gene2159	0.49821
sRNA266	Gene106	0.45026
sRNA37	Gene2638	0.61321
sRNA76	Gene425	0.57601
sRNA204	Gene243	0.50654
sRNA172	Gene1853	0.48783
sRNA82	Gene2200	0.5193
sRNA65	Gene747	0.53218
sRNA112	Gene1566	0.55383
sRNA122	Gene1246	0.54496
sRNA77	Gene1334	0.52516
sRNA183	Gene1036	0.5135
sRNA239	Gene2215	0.52177
sRNA11	Gene46	0.48514
sRNA206	Gene18	0.53206
sRNA175	Gene2553	0.51235
sRNA225	Gene208	0.53526
sRNA176	Gene164	0.53733
sRNA206	Gene1426	0.51295
sRNA31	Gene220	0.47742
sRNA5	Gene1417	0.54222
sRNA59	Gene1019	0.53142
sRNA249	Gene855	0.47718
sRNA179	Gene347	0.44865
sRNA146	Gene1642	0.52115
sRNA50	Gene2514	0.52423
sRNA196	Gene2521	0.46886
sRNA135	Gene1512	0.50943
sRNA199	Gene1516	0.53133
sRNA14	Gene2590	0.53443
sRNA49	Gene2577	0.50438
sRNA87	Gene110	0.57788
sRNA113	Gene1054	0.51123
sRNA213	Gene1012	0.50321
sRNA179	Gene2787	0.49309
sRNA184	Gene516	0.48125
sRNA119	Gene43	0.50644
sRNA81	Gene690	0.51699
sRNA178	Gene1302	0.52914
sRNA44	Gene889	0.51272
sRNA159	Gene1281	0.50266
sRNA15	Gene1413	0.53163
sRNA78	Gene1449	0.53918
sRNA199	Gene1489	0.5542
sRNA243	Gene1358	0.57446
sRNA123	Gene1518	0.54935
sRNA159	Gene475	0.53607
sRNA3	Gene2467	0.53794
sRNA181	Gene993	0.58972
sRNA140	Gene1186	0.5747
sRNA203	Gene1933	0.51453
sRNA145	Gene369	0.54586
sRNA131	Gene151	0.54645
sRNA151	Gene2027	0.49067
sRNA226	Gene2465	0.54475
sRNA237	Gene727	0.51331
sRNA50	Gene2759	0.5161
sRNA226	Gene1234	0.53657
sRNA322	Gene1643	0.48887
sRNA99	Gene235	0.49329
sRNA49	Gene502	0.52116
sRNA124	Gene1947	0.55061
sRNA233	Gene1587	0.55272
sRNA134	Gene2166	0.54944
sRNA228	Gene80	0.48312
sRNA156	Gene524	0.52137
sRNA113	Gene2099	0.50457
sRNA55	Gene1734	0.51571
sRNA128	Gene641	0.56636
sRNA169	Gene967	0.54186
sRNA146	Gene1479	0.48751
sRNA86	Gene650	0.59908
sRNA124	Gene2606	0.58066
sRNA10	Gene1051	0.57511
sRNA9	Gene2508	0.56563
sRNA173	Gene2039	0.57903
sRNA220	Gene711	0.55723
sRNA183	Gene2543	0.47143
sRNA133	Gene1760	0.51997
sRNA167	Gene177	0.55511
sRNA30	Gene2597	0.46345
sRNA73	Gene238	0.49164
sRNA42	Gene2260	0.52277
sRNA8	Gene2345	0.4952
sRNA199	Gene1791	0.57295
sRNA9	Gene1819	0.56627
sRNA169	Gene1956	0.51628
sRNA216	Gene660	0.53611
sRNA7	Gene1335	0.53777
sRNA244	Gene1200	0.54549
sRNA57	Gene673	0.47416
sRNA132	Gene1798	0.48743
sRNA266	Gene134	0.48484
sRNA146	Gene252	0.53956
sRNA244	Gene664	0.55486
sRNA49	Gene59	0.54915
sRNA166	Gene2283	0.46821
sRNA123	Gene1365	0.46886
sRNA173	Gene2449	0.53226
sRNA60	Gene912	0.46681
sRNA92	Gene2580	0.48592
sRNA45	Gene2590	0.45526
sRNA285	Gene1678	0.44827
sRNA238	Gene1303	0.44843
sRNA189	Gene2167	0.50238
sRNA236	Gene946	0.54892
sRNA225	Gene2409	0.55208
sRNA118	Gene2468	0.50571
sRNA9	Gene592	0.55983
sRNA263	Gene855	0.48886
sRNA2	Gene558	0.5581
sRNA174	Gene1511	0.51956
sRNA133	Gene319	0.54008
sRNA207	Gene1208	0.5761
sRNA249	Gene2473	0.51638
sRNA68	Gene774	0.57808
sRNA147	Gene323	0.53159
sRNA218	Gene2098	0.51565
sRNA116	Gene2707	0.55032
sRNA243	Gene1504	0.53588
sRNA17	Gene2481	0.55948
sRNA251	Gene2190	0.49095
sRNA224	Gene1585	0.59035
sRNA241	Gene175	0.5426
sRNA207	Gene2121	0.57014
sRNA21	Gene643	0.61123
sRNA58	Gene832	0.57095
